"","months_loan_duration","amount","installment_rate","age","default","checking_balance_.0DM","checking_balance__200DM","checking_balance_1.200DM","credit_history_critical","credit_history_fullyrepaid","credit_history_fullyrepaidthisbank","purpose_business","purpose_car.new.","purpose_education","purpose_furniture","purpose_radio.tv","purpose_repairs","savings_balance_.100DM","savings_balance_101.500DM","employment_length_4.7yrs","personal_status_divorcedmale","personal_status_female","other_debtors_guarantor","installment_plan_none","housing_own","telephone_none","foreign_worker_no"
"35",0.117647058823529,0.0673489600528227,1,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"36",0.602941176470588,0.247386376141741,1,0.107142857142857,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"37",0.647058823529412,0.322438648618906,0,0.214285714285714,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"38",0.205882352941176,0.101793771321668,1,0.321428571428571,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
"39",0.0882352941176471,0.0536480686695279,0.333333333333333,0.321428571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"40",0.0735294117647059,0.011444921316166,1,0.0892857142857143,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"41",0.382352941176471,0.114614284142181,1,0.196428571428571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"42",0.117647058823529,0.0499614834378783,0.666666666666667,0.125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"43",0.205882352941176,0.32761087267525,0.333333333333333,0.446428571428571,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
"44",0.382352941176471,0.326675470452295,0,0.0892857142857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"45",0.647058823529412,0.324254429404644,1,0.696428571428571,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"46",0.102941176470588,0.0628920435787389,1,0.285714285714286,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"47",0.470588235294118,0.112743479696269,1,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"48",0.0294117647058824,0.06063607351161,0,0.0714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"49",0.102941176470588,0.383955100693298,0,0.357142857142857,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"50",0.117647058823529,0.100308132496974,1,0.160714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0
"51",0.294117647058824,0.114614284142181,1,0.178571428571429,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"52",0.338235294117647,0.314460217893694,0,0.196428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"53",0.117647058823529,0.0556839440959613,0.666666666666667,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"54",0.205882352941176,0.17211400902388,0.333333333333333,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"55",0.470588235294118,0.108671728843403,1,0.678571428571429,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"56",0.0294117647058824,0.0293276108726753,0,0.125,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"57",0.117647058823529,0.342137118961153,0.333333333333333,0.589285714285714,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"58",0.470588235294118,0.512600418179817,0.333333333333333,0.214285714285714,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
"59",0.205882352941176,0.0941454825574997,0.666666666666667,0.0714285714285714,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"60",0.470588235294118,0.328986464179597,1,0.0714285714285714,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"61",0.0735294117647059,0.0627819962583911,0.333333333333333,0.142857142857143,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"62",0.161764705882353,0.0708154506437768,1,0.553571428571429,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
"63",0.470588235294118,0.0937052932761087,1,0.75,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"64",0.647058823529412,0.779740288323979,0.333333333333333,0.107142857142857,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"65",0.294117647058824,0.161274347969627,1,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"66",0.338235294117647,0.271816881258941,1,0.517857142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"67",0.117647058823529,0.105700451194013,0.333333333333333,0.178571428571429,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
"68",0.117647058823529,0.0416529107516232,1,0.0535714285714286,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"69",0.470588235294118,0.0863321228128095,1,0.321428571428571,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"70",0.470588235294118,0.117970727412787,1,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
"71",0.470588235294118,0.433751513150655,0,0.196428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"72",0.0441176470588235,0.0264113568834599,1,0.482142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"73",0.0588235294117647,0.0502916253989215,0.666666666666667,0.571428571428571,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"74",0.558823529411765,0.313854957631782,0.333333333333333,0.392857142857143,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
"75",0.470588235294118,0.0950258611202817,1,0.375,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"76",0.117647058823529,0.0702101903818642,1,0.839285714285714,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"77",0.558823529411765,0.204412897545945,1,0.267857142857143,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"78",0.102941176470588,0.248761967646088,0.333333333333333,0.571428571428571,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
"79",0.735294117647059,0.505447342357214,0.333333333333333,0.357142857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"80",0.382352941176471,0.197094750742819,0.333333333333333,0.0535714285714286,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
"81",0.294117647058824,0.313249697369869,0,0.446428571428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"82",0.161764705882353,0.0529877847474414,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"83",0.205882352941176,0.0725211841091669,0.666666666666667,0.0892857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"84",0.294117647058824,0.0828106085616815,1,0.696428571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"85",0.0882352941176471,0.113623858259051,0.666666666666667,0.589285714285714,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"86",0.117647058823529,0.0639374931220425,1,0.178571428571429,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
"87",0.205882352941176,0.0574997248816991,1,0.142857142857143,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
"88",0.470588235294118,0.68020248706944,0,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"89",0.205882352941176,0.109992296687576,1,0.196428571428571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
"90",0.117647058823529,0.0472103004291846,1,0.160714285714286,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
"91",0.117647058823529,0.0202487069439859,1,0.660714285714286,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"92",0.117647058823529,0.0637724221415209,1,0.625,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"93",0.117647058823529,0.0300979421151095,1,0.25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
"94",0.294117647058824,0.185264663805436,1,0.0178571428571429,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"95",0.117647058823529,0.0587652690656982,1,0.625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"96",0.735294117647059,0.863596346428964,0.666666666666667,0.696428571428571,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"97",0.117647058823529,0.0969516892263673,1,0.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
"98",0.205882352941176,0.130516121932431,1,0.267857142857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
"99",0.470588235294118,0.114834378782877,1,0.303571428571429,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"100",0.235294117647059,0.374546054803566,0.666666666666667,0.303571428571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101",0.294117647058824,0.0670738417519533,1,0.392857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"102",0.470588235294118,0.114064047540442,1,0.0892857142857143,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
"103",0.0294117647058824,0.0375261362385826,0.666666666666667,0.0892857142857143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
"104",0.0735294117647059,0.091834488830197,1,0.285714285714286,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"105",0.117647058823529,0.120776934081655,0.333333333333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"106",0.294117647058824,0.643116540112248,0.333333333333333,0.357142857142857,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"107",0.205882352941176,0.341586882359415,0.333333333333333,0.357142857142857,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"108",0.117647058823529,0.320677891493342,0.333333333333333,0.232142857142857,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
"109",0.294117647058824,0.411081765159018,0,0.196428571428571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
"110",0.147058823529412,0.0638274458016947,0,0.285714285714286,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"111",0.0294117647058824,0.0659733685484758,0,0.214285714285714,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"112",0.161764705882353,0.00781335974469022,1,0.0714285714285714,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"113",0.205882352941176,0.330692197644987,0.666666666666667,0.160714285714286,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
"114",0.470588235294118,0.418454935622318,1,0.107142857142857,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"115",0.117647058823529,0.0786838340486409,0.666666666666667,0.285714285714286,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"116",0.647058823529412,0.183118741058655,1,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"117",0.558823529411765,0.380983823043909,1,0.196428571428571,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
"118",0.0882352941176471,0.103554528447232,0.333333333333333,0.142857142857143,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
"119",0.426470588235294,0.221800374160889,0,0.0714285714285714,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
"120",0.117647058823529,0.116430064927919,0.666666666666667,0.303571428571429,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
"121",0.25,0.0872125013755915,0.666666666666667,0.107142857142857,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"122",0.294117647058824,0.199075602509079,1,0.392857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"123",0.117647058823529,0.0835259161439419,0.666666666666667,0.0892857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"124",0.0882352941176471,0.0292175635523275,1,0.785714285714286,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"125",0.205882352941176,0.0921096071310664,1,0.142857142857143,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"126",0.117647058823529,0.10294926818532,1,0.196428571428571,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
"127",0.117647058823529,0.0248156707384175,1,0.375,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"128",0.117647058823529,0.0214042038076373,1,0.196428571428571,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
"129",0.117647058823529,0.0885880928799384,1,0.267857142857143,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"130",0.117647058823529,0.178771871904919,0.666666666666667,0.178571428571429,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"131",0.647058823529412,0.453229888852206,0,0.0892857142857143,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"132",0.470588235294118,0.365192032574007,1,0.178571428571429,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"133",0.161764705882353,0.135248156707384,0.333333333333333,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
"134",0.205882352941176,0.0954110267414988,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"135",0.823529411764706,0.544404093760317,0.333333333333333,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
"136",0.117647058823529,0.054473423572136,1,0.339285714285714,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"137",0.338235294117647,0.460162870034115,0.333333333333333,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"138",0.117647058823529,0.0283922086497194,1,0.839285714285714,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"139",0.161764705882353,0.136348629910862,1,0.285714285714286,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"140",0.117647058823529,0.0897435897435897,0.333333333333333,0.446428571428571,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"141",0.0294117647058824,0.0252558600198085,0.333333333333333,0.142857142857143,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"142",0.470588235294118,0.250082535490261,1,0.196428571428571,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"143",0.338235294117647,0.174204908110487,0.666666666666667,0.142857142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"144",0.205882352941176,0.121712336304611,0.333333333333333,0.0535714285714286,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
"145",0.25,0.112138219434357,1,0.0714285714285714,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"146",0.647058823529412,0.182458457136569,1,0.196428571428571,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
"147",0.0294117647058824,0.0335644327060636,0,0.357142857142857,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"148",0.117647058823529,0.0237702211951139,1,0.571428571428571,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0
"149",0.470588235294118,0.281776163750413,0.666666666666667,0.160714285714286,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
"150",0.205882352941176,0.0732915153516012,1,0.482142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"151",0.0294117647058824,0.0603059315505667,0.333333333333333,0.410714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"152",0.0882352941176471,0.0921096071310664,0,0.339285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
"153",0.470588235294118,0.308022449653351,1,0.0892857142857143,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"154",0.294117647058824,0.413117640585452,0.333333333333333,0.178571428571429,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"155",0.294117647058824,0.369593925387917,1,0.303571428571429,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"156",0.117647058823529,0.0567844172994388,0.333333333333333,0.0178571428571429,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"157",0.0735294117647059,0.057114559260482,0.666666666666667,0.517857142857143,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
"158",0.117647058823529,0.00489710575547485,1,0.464285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"159",0.294117647058824,0.179487179487179,0.333333333333333,0.339285714285714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"160",0.0294117647058824,0.0906789919665456,0,0.267857142857143,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"161",0.294117647058824,0.1442720369759,0.666666666666667,0.303571428571429,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"162",0.205882352941176,0.0442940464399692,1,0.196428571428571,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"163",0.161764705882353,0.0556839440959613,1,0.303571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"164",0.0882352941176471,0.388356993507208,0.333333333333333,0.910714285714286,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"165",0.470588235294118,0.0362605920545835,1,0.303571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"166",0.0294117647058824,0.15010454495433,0,0.232142857142857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"167",0.205882352941176,0.0484758446131837,1,0.25,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
"168",0.102941176470588,0.0730163970507318,1,0.0178571428571429,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
"169",0.294117647058824,0.204798063167162,0.333333333333333,0.107142857142857,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
"170",0.294117647058824,0.092714867392979,1,0.214285714285714,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
"171",0.161764705882353,0.0385165621217123,1,0.25,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"172",0.117647058823529,0.0282271376691978,1,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"173",0.294117647058824,0.0998129195554088,0.666666666666667,0.267857142857143,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"174",0.0588235294117647,0.0640475404423902,1,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
